date;day_of_week;id;name;counts;coordinates;site_active;user_type;installation_date;photos;status;site_owner
2024-11-08T00:00:00+00:00;Friday;300043322;Black Creek Greenway Bridge BCG-21;2;35.833552, -78.786623;Yes;pedestrian;2024-06-26;https://filer.eco-counter-tools.com/file/02/9508ad82c9b867b6c77c7e3435ecda35cca70b958b281c4ae7b2880820a1d602/eco-counter-serial-min.png;raw;Cary
2024-11-07T23:00:00+00:00;Thursday;300043434;Black Creek Greenway (High House x NW Maynard);8;35.783036, -78.810335;Yes;bicycle;2024-06-28;https://filer.eco-counter-tools.com/file/4a/91fe24ad42e927d5a4d3ebb425fdfb5de200e64af7fc8abb82116dae0e09864a/DGP24042961_IN.jpg;raw;Cary
2024-11-08T01:00:00+00:00;Friday;300043434;Black Creek Greenway (High House x NW Maynard);0;35.783036, -78.810335;Yes;bicycle;2024-06-28;https://filer.eco-counter-tools.com/file/4a/91fe24ad42e927d5a4d3ebb425fdfb5de200e64af7fc8abb82116dae0e09864a/DGP24042961_IN.jpg;raw;Cary
2024-11-07T09:00:00+00:00;Thursday;100034828;RAL_RBT;1;35.77453, -78.655515;Yes;undefined;2018-05-29;https://filer.eco-counter-tools.com/file/5c/8278e3b06f3fd12797bb228ca4ad021a9955a61e63ed709aa4ea7c3510a9175c/15423101886430.jpg;raw;Cary
2024-11-07T14:00:00+00:00;Thursday;100034828;RAL_RBT;5;35.77453, -78.655515;Yes;undefined;2018-05-29;https://filer.eco-counter-tools.com/file/5c/8278e3b06f3fd12797bb228ca4ad021a9955a61e63ed709aa4ea7c3510a9175c/15423101886430.jpg;raw;Cary
2024-11-07T17:00:00+00:00;Thursday;100034828;RAL_RBT;3;35.77453, -78.655515;Yes;undefined;2018-05-29;https://filer.eco-counter-tools.com/file/5c/8278e3b06f3fd12797bb228ca4ad021a9955a61e63ed709aa4ea7c3510a9175c/15423101886430.jpg;raw;Cary
2024-11-08T01:00:00+00:00;Friday;100034828;RAL_RBT;1;35.77453, -78.655515;Yes;undefined;2018-05-29;https://filer.eco-counter-tools.com/file/5c/8278e3b06f3fd12797bb228ca4ad021a9955a61e63ed709aa4ea7c3510a9175c/15423101886430.jpg;raw;Cary
2024-11-07T05:00:00+00:00;Thursday;100034839;APX_SAL_W;0;35.731424, -78.85116;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/11/fc1c7b2dd8c96ad17958cd4a6ba1bbe4eef1a77bbd61fa848802d9436cdc7911/15423096158421.jpg;raw;Cary
2024-11-07T11:00:00+00:00;Thursday;100034839;APX_SAL_W;17;35.731424, -78.85116;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/11/fc1c7b2dd8c96ad17958cd4a6ba1bbe4eef1a77bbd61fa848802d9436cdc7911/15423096158421.jpg;raw;Cary
2024-11-07T18:00:00+00:00;Thursday;100034839;APX_SAL_W;63;35.731424, -78.85116;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/11/fc1c7b2dd8c96ad17958cd4a6ba1bbe4eef1a77bbd61fa848802d9436cdc7911/15423096158421.jpg;raw;Cary
2024-11-08T02:00:00+00:00;Friday;100034839;APX_SAL_W;26;35.731424, -78.85116;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/11/fc1c7b2dd8c96ad17958cd4a6ba1bbe4eef1a77bbd61fa848802d9436cdc7911/15423096158421.jpg;raw;Cary
2024-11-08T03:00:00+00:00;Friday;100034839;APX_SAL_W;2;35.731424, -78.85116;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/11/fc1c7b2dd8c96ad17958cd4a6ba1bbe4eef1a77bbd61fa848802d9436cdc7911/15423096158421.jpg;raw;Cary
2024-11-07T04:00:00+00:00;Thursday;100034840;APX_SAL_E;1;35.731408, -78.85101;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/39/b3ffbab3782e2fe3d86059f5ec739df8593bafc2726c428896c095b498709139/15423095802090.jpg;raw;Cary
2024-11-07T07:00:00+00:00;Thursday;100034840;APX_SAL_E;0;35.731408, -78.85101;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/39/b3ffbab3782e2fe3d86059f5ec739df8593bafc2726c428896c095b498709139/15423095802090.jpg;raw;Cary
2024-11-07T12:00:00+00:00;Thursday;100034840;APX_SAL_E;24;35.731408, -78.85101;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/39/b3ffbab3782e2fe3d86059f5ec739df8593bafc2726c428896c095b498709139/15423095802090.jpg;raw;Cary
2024-11-07T18:00:00+00:00;Thursday;100034840;APX_SAL_E;82;35.731408, -78.85101;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/39/b3ffbab3782e2fe3d86059f5ec739df8593bafc2726c428896c095b498709139/15423095802090.jpg;raw;Cary
2024-11-07T19:00:00+00:00;Thursday;100034840;APX_SAL_E;96;35.731408, -78.85101;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/39/b3ffbab3782e2fe3d86059f5ec739df8593bafc2726c428896c095b498709139/15423095802090.jpg;raw;Cary
2024-11-07T20:00:00+00:00;Thursday;100034840;APX_SAL_E;64;35.731408, -78.85101;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/39/b3ffbab3782e2fe3d86059f5ec739df8593bafc2726c428896c095b498709139/15423095802090.jpg;raw;Cary
2024-11-08T00:00:00+00:00;Friday;100034840;APX_SAL_E;100;35.731408, -78.85101;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/39/b3ffbab3782e2fe3d86059f5ec739df8593bafc2726c428896c095b498709139/15423095802090.jpg;raw;Cary
2024-11-08T03:00:00+00:00;Friday;100034840;APX_SAL_E;3;35.731408, -78.85101;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/39/b3ffbab3782e2fe3d86059f5ec739df8593bafc2726c428896c095b498709139/15423095802090.jpg;raw;Cary
2024-11-07T05:00:00+00:00;Thursday;100034830;CRY_BCT;0;35.782, -78.81105;Yes;undefined;2018-06-04;https://filer.eco-counter-tools.com/file/ab/cee672c2839a3892f3a1e29e4a5d98ffd5de47b7ac98fd9bd6a2ee2fc77d84ab/15423096946660.jpg;raw;North Carolina Capital Area Metropolitan Planning Organization (CAMPO)
2024-11-07T19:00:00+00:00;Thursday;100034830;CRY_BCT;12;35.782, -78.81105;Yes;undefined;2018-06-04;https://filer.eco-counter-tools.com/file/ab/cee672c2839a3892f3a1e29e4a5d98ffd5de47b7ac98fd9bd6a2ee2fc77d84ab/15423096946660.jpg;raw;North Carolina Capital Area Metropolitan Planning Organization (CAMPO)
2024-11-07T20:00:00+00:00;Thursday;100034830;CRY_BCT;7;35.782, -78.81105;Yes;undefined;2018-06-04;https://filer.eco-counter-tools.com/file/ab/cee672c2839a3892f3a1e29e4a5d98ffd5de47b7ac98fd9bd6a2ee2fc77d84ab/15423096946660.jpg;raw;North Carolina Capital Area Metropolitan Planning Organization (CAMPO)
2024-11-08T02:00:00+00:00;Friday;100034830;CRY_BCT;0;35.782, -78.81105;Yes;undefined;2018-06-04;https://filer.eco-counter-tools.com/file/ab/cee672c2839a3892f3a1e29e4a5d98ffd5de47b7ac98fd9bd6a2ee2fc77d84ab/15423096946660.jpg;raw;North Carolina Capital Area Metropolitan Planning Organization (CAMPO)
2024-11-07T21:00:00+00:00;Thursday;100034832;WKF_MAI_W;1;35.972176, -78.515607;Yes;pedestrian;2016-11-08;https://filer.eco-counter-tools.com/file/19/f1fb4944840f1f3d6e405968f285a03ec81c9db334f0d68669b3ce61803b8419/15423103200440.jpg;raw;Cary
2024-11-07T07:00:00+00:00;Thursday;100034833;WKF_MAI_E;0;35.972176, -78.515607;Yes;pedestrian;2018-06-27;https://filer.eco-counter-tools.com/file/32/56db8a75cfe046de1637f0f0257c9dd7a7d9133eeec51236ffcfa842f9aefb32/15423102958230.jpg;raw;Cary
2024-11-07T09:00:00+00:00;Thursday;100034833;WKF_MAI_E;0;35.972176, -78.515607;Yes;pedestrian;2018-06-27;https://filer.eco-counter-tools.com/file/32/56db8a75cfe046de1637f0f0257c9dd7a7d9133eeec51236ffcfa842f9aefb32/15423102958230.jpg;raw;Cary
2024-11-07T11:00:00+00:00;Thursday;100034833;WKF_MAI_E;2;35.972176, -78.515607;Yes;pedestrian;2018-06-27;https://filer.eco-counter-tools.com/file/32/56db8a75cfe046de1637f0f0257c9dd7a7d9133eeec51236ffcfa842f9aefb32/15423102958230.jpg;raw;Cary
2024-11-07T12:00:00+00:00;Thursday;100034833;WKF_MAI_E;3;35.972176, -78.515607;Yes;pedestrian;2018-06-27;https://filer.eco-counter-tools.com/file/32/56db8a75cfe046de1637f0f0257c9dd7a7d9133eeec51236ffcfa842f9aefb32/15423102958230.jpg;raw;Cary
2024-11-07T19:00:00+00:00;Thursday;100034833;WKF_MAI_E;1;35.972176, -78.515607;Yes;pedestrian;2018-06-27;https://filer.eco-counter-tools.com/file/32/56db8a75cfe046de1637f0f0257c9dd7a7d9133eeec51236ffcfa842f9aefb32/15423102958230.jpg;raw;Cary
2024-11-07T06:00:00+00:00;Thursday;100034866;APX_OLI_S;0;35.73659, -78.89111;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/18/94214d2ac45c7cf4f13ebfdb38056f42a44c34b53dd73abefc9369384667ba18/15423094451600.jpg;raw;Cary
2024-11-07T22:00:00+00:00;Thursday;100034866;APX_OLI_S;18;35.73659, -78.89111;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/18/94214d2ac45c7cf4f13ebfdb38056f42a44c34b53dd73abefc9369384667ba18/15423094451600.jpg;raw;Cary
2024-11-08T03:00:00+00:00;Friday;100034866;APX_OLI_S;1;35.73659, -78.89111;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/18/94214d2ac45c7cf4f13ebfdb38056f42a44c34b53dd73abefc9369384667ba18/15423094451600.jpg;raw;Cary
2024-11-08T12:00:00+00:00;Friday;100034841;RAL_HAR_S;3;35.777953, -78.629385;Yes;undefined;2018-05-31;;raw;Cary
2024-11-08T13:00:00+00:00;Friday;100034841;RAL_HAR_S;4;35.777953, -78.629385;Yes;undefined;2018-05-31;;raw;Cary
2024-11-08T15:00:00+00:00;Friday;100034841;RAL_HAR_S;1;35.777953, -78.629385;Yes;undefined;2018-05-31;;raw;Cary
2024-11-08T20:00:00+00:00;Friday;100034841;RAL_HAR_S;7;35.777953, -78.629385;Yes;undefined;2018-05-31;;raw;Cary
2024-11-08T21:00:00+00:00;Friday;100034841;RAL_HAR_S;8;35.777953, -78.629385;Yes;undefined;2018-05-31;;raw;Cary
2024-11-09T01:00:00+00:00;Saturday;100034841;RAL_HAR_S;1;35.777953, -78.629385;Yes;undefined;2018-05-31;;raw;Cary
2024-11-08T18:00:00+00:00;Friday;100034842;RAL_HAR_N;6;35.77808, -78.62943;Yes;undefined;2018-05-31;https://filer.eco-counter-tools.com/file/08/d7c8edf2d4b3b931eaeb19fed814318c313231894e92a94e6e5e6bc46de39c08/15423099901481.jpg;raw;Cary
2024-11-08T23:00:00+00:00;Friday;100034842;RAL_HAR_N;6;35.77808, -78.62943;Yes;undefined;2018-05-31;https://filer.eco-counter-tools.com/file/08/d7c8edf2d4b3b931eaeb19fed814318c313231894e92a94e6e5e6bc46de39c08/15423099901481.jpg;raw;Cary
2024-11-09T02:00:00+00:00;Saturday;100034842;RAL_HAR_N;3;35.77808, -78.62943;Yes;undefined;2018-05-31;https://filer.eco-counter-tools.com/file/08/d7c8edf2d4b3b931eaeb19fed814318c313231894e92a94e6e5e6bc46de39c08/15423099901481.jpg;raw;Cary
2024-11-09T03:00:00+00:00;Saturday;100034842;RAL_HAR_N;1;35.77808, -78.62943;Yes;undefined;2018-05-31;https://filer.eco-counter-tools.com/file/08/d7c8edf2d4b3b931eaeb19fed814318c313231894e92a94e6e5e6bc46de39c08/15423099901481.jpg;raw;Cary
2024-11-08T05:00:00+00:00;Friday;100047094;RAL_CAM_N;1;35.79096, -78.66164;Yes;pedestrian;2018-01-26;https://filer.eco-counter-tools.com/file/0e/57d13d10a9630da705eb56d51089d1dbfb935bf0d1eeabc33804f4a69297b60e/15423098957720.jpg;raw;Cary
2024-11-08T06:00:00+00:00;Friday;100047094;RAL_CAM_N;0;35.79096, -78.66164;Yes;pedestrian;2018-01-26;https://filer.eco-counter-tools.com/file/0e/57d13d10a9630da705eb56d51089d1dbfb935bf0d1eeabc33804f4a69297b60e/15423098957720.jpg;raw;Cary
2024-11-08T08:00:00+00:00;Friday;100047094;RAL_CAM_N;0;35.79096, -78.66164;Yes;pedestrian;2018-01-26;https://filer.eco-counter-tools.com/file/0e/57d13d10a9630da705eb56d51089d1dbfb935bf0d1eeabc33804f4a69297b60e/15423098957720.jpg;raw;Cary
2024-11-08T09:00:00+00:00;Friday;100047094;RAL_CAM_N;0;35.79096, -78.66164;Yes;pedestrian;2018-01-26;https://filer.eco-counter-tools.com/file/0e/57d13d10a9630da705eb56d51089d1dbfb935bf0d1eeabc33804f4a69297b60e/15423098957720.jpg;raw;Cary
2024-11-08T15:00:00+00:00;Friday;100047094;RAL_CAM_N;16;35.79096, -78.66164;Yes;pedestrian;2018-01-26;https://filer.eco-counter-tools.com/file/0e/57d13d10a9630da705eb56d51089d1dbfb935bf0d1eeabc33804f4a69297b60e/15423098957720.jpg;raw;Cary
2024-11-08T22:00:00+00:00;Friday;100047094;RAL_CAM_N;27;35.79096, -78.66164;Yes;pedestrian;2018-01-26;https://filer.eco-counter-tools.com/file/0e/57d13d10a9630da705eb56d51089d1dbfb935bf0d1eeabc33804f4a69297b60e/15423098957720.jpg;raw;Cary
2024-11-09T03:00:00+00:00;Saturday;100047094;RAL_CAM_N;10;35.79096, -78.66164;Yes;pedestrian;2018-01-26;https://filer.eco-counter-tools.com/file/0e/57d13d10a9630da705eb56d51089d1dbfb935bf0d1eeabc33804f4a69297b60e/15423098957720.jpg;raw;Cary
2024-11-08T07:00:00+00:00;Friday;100047346;RAL_RID_W;0;35.811378, -78.684408;Yes;undefined;2018-01-26;https://filer.eco-counter-tools.com/file/e8/835da522124aff51ce676d9b9824ffc023b7db55da059da52f5c0d0993f93fe8/15423102494670.jpg;raw;Cary
2024-11-08T08:00:00+00:00;Friday;100047346;RAL_RID_W;0;35.811378, -78.684408;Yes;undefined;2018-01-26;https://filer.eco-counter-tools.com/file/e8/835da522124aff51ce676d9b9824ffc023b7db55da059da52f5c0d0993f93fe8/15423102494670.jpg;raw;Cary
2024-11-08T13:00:00+00:00;Friday;100047346;RAL_RID_W;13;35.811378, -78.684408;Yes;undefined;2018-01-26;https://filer.eco-counter-tools.com/file/e8/835da522124aff51ce676d9b9824ffc023b7db55da059da52f5c0d0993f93fe8/15423102494670.jpg;raw;Cary
2024-11-08T18:00:00+00:00;Friday;100047346;RAL_RID_W;3;35.811378, -78.684408;Yes;undefined;2018-01-26;https://filer.eco-counter-tools.com/file/e8/835da522124aff51ce676d9b9824ffc023b7db55da059da52f5c0d0993f93fe8/15423102494670.jpg;raw;Cary
2024-11-08T19:00:00+00:00;Friday;100047346;RAL_RID_W;11;35.811378, -78.684408;Yes;undefined;2018-01-26;https://filer.eco-counter-tools.com/file/e8/835da522124aff51ce676d9b9824ffc023b7db55da059da52f5c0d0993f93fe8/15423102494670.jpg;raw;Cary
2024-11-08T05:00:00+00:00;Friday;100013346;CRY_LKP_W (Cary Lake Pine Drive - West);0;35.74969, -78.813619;Yes;bicycle;2021-02-11;https://filer.eco-counter-tools.com/file/1a/15098955a2f94c9c6001b01a51354b77fbd8e459f9812ed835e35233eeceb01a/20240122_115919.jpg;raw;Cary
2024-11-08T07:00:00+00:00;Friday;100013346;CRY_LKP_W (Cary Lake Pine Drive - West);0;35.74969, -78.813619;Yes;bicycle;2021-02-11;https://filer.eco-counter-tools.com/file/1a/15098955a2f94c9c6001b01a51354b77fbd8e459f9812ed835e35233eeceb01a/20240122_115919.jpg;raw;Cary
2024-11-09T03:00:00+00:00;Saturday;100013346;CRY_LKP_W (Cary Lake Pine Drive - West);0;35.74969, -78.813619;Yes;bicycle;2021-02-11;https://filer.eco-counter-tools.com/file/1a/15098955a2f94c9c6001b01a51354b77fbd8e459f9812ed835e35233eeceb01a/20240122_115919.jpg;raw;Cary
2024-11-08T05:00:00+00:00;Friday;100013347;CRY_LKP_E (Cary Lake Pine Drive - East);0;35.749622, -78.813555;Yes;bicycle;2014-04-09;https://filer.eco-counter-tools.com/file/e5/58c79cc1ad46be8e50c85aa74bd9c9a3853180bb24aed8bdeb5ec48075ab02e5/20240122_120326.jpg;raw;Cary
2024-11-08T09:00:00+00:00;Friday;100013347;CRY_LKP_E (Cary Lake Pine Drive - East);0;35.749622, -78.813555;Yes;bicycle;2014-04-09;https://filer.eco-counter-tools.com/file/e5/58c79cc1ad46be8e50c85aa74bd9c9a3853180bb24aed8bdeb5ec48075ab02e5/20240122_120326.jpg;raw;Cary
2024-11-08T10:00:00+00:00;Friday;100013347;CRY_LKP_E (Cary Lake Pine Drive - East);0;35.749622, -78.813555;Yes;bicycle;2014-04-09;https://filer.eco-counter-tools.com/file/e5/58c79cc1ad46be8e50c85aa74bd9c9a3853180bb24aed8bdeb5ec48075ab02e5/20240122_120326.jpg;raw;Cary
2024-11-08T18:00:00+00:00;Friday;100013347;CRY_LKP_E (Cary Lake Pine Drive - East);2;35.749622, -78.813555;Yes;bicycle;2014-04-09;https://filer.eco-counter-tools.com/file/e5/58c79cc1ad46be8e50c85aa74bd9c9a3853180bb24aed8bdeb5ec48075ab02e5/20240122_120326.jpg;raw;Cary
2024-11-09T01:00:00+00:00;Saturday;100013347;CRY_LKP_E (Cary Lake Pine Drive - East);1;35.749622, -78.813555;Yes;bicycle;2014-04-09;https://filer.eco-counter-tools.com/file/e5/58c79cc1ad46be8e50c85aa74bd9c9a3853180bb24aed8bdeb5ec48075ab02e5/20240122_120326.jpg;raw;Cary
2024-11-09T03:00:00+00:00;Saturday;100013347;CRY_LKP_E (Cary Lake Pine Drive - East);0;35.749622, -78.813555;Yes;bicycle;2014-04-09;https://filer.eco-counter-tools.com/file/e5/58c79cc1ad46be8e50c85aa74bd9c9a3853180bb24aed8bdeb5ec48075ab02e5/20240122_120326.jpg;raw;Cary
2024-11-08T04:00:00+00:00;Friday;100046007;RAL_CAM_S;2;35.79077, -78.66154;Yes;pedestrian;2018-07-31;https://filer.eco-counter-tools.com/file/15/e6188166abac795949894a71411498ccf4c48e968af662708538b10d3a1a6215/15423099573310.jpg;raw;Cary
2024-11-08T11:00:00+00:00;Friday;100046007;RAL_CAM_S;11;35.79077, -78.66154;Yes;pedestrian;2018-07-31;https://filer.eco-counter-tools.com/file/15/e6188166abac795949894a71411498ccf4c48e968af662708538b10d3a1a6215/15423099573310.jpg;raw;Cary
2024-11-08T04:00:00+00:00;Friday;100051658;RAL_HIL_N;11;0.0, 0.0;Yes;undefined;2019-01-28;;raw;Cary
2024-11-08T05:00:00+00:00;Friday;100051658;RAL_HIL_N;11;0.0, 0.0;Yes;undefined;2019-01-28;;raw;Cary
2024-11-08T12:00:00+00:00;Friday;100051658;RAL_HIL_N;19;0.0, 0.0;Yes;undefined;2019-01-28;;raw;Cary
2024-11-08T14:00:00+00:00;Friday;100051658;RAL_HIL_N;20;0.0, 0.0;Yes;undefined;2019-01-28;;raw;Cary
2024-11-08T19:00:00+00:00;Friday;100051658;RAL_HIL_N;26;0.0, 0.0;Yes;undefined;2019-01-28;;raw;Cary
2024-11-08T20:00:00+00:00;Friday;100051658;RAL_HIL_N;56;0.0, 0.0;Yes;undefined;2019-01-28;;raw;Cary
2024-11-08T23:00:00+00:00;Friday;100051658;RAL_HIL_N;19;0.0, 0.0;Yes;undefined;2019-01-28;;raw;Cary
2024-11-09T02:00:00+00:00;Saturday;100051658;RAL_HIL_N;11;0.0, 0.0;Yes;undefined;2019-01-28;;raw;Cary
2024-11-08T05:00:00+00:00;Friday;100013348;CRY_BCN (Cary Black Creek Greenway - North);0;35.832934, -78.786263;Yes;bicycle;2014-04-09;https://filer.eco-counter-tools.com/file/cb/a706558001f197057a6416b9267d61c7dc91a045a97f30035435f13811ec28cb/20240116_151117.jpg;raw;Cary
2024-11-08T17:00:00+00:00;Friday;100013348;CRY_BCN (Cary Black Creek Greenway - North);5;35.832934, -78.786263;Yes;bicycle;2014-04-09;https://filer.eco-counter-tools.com/file/cb/a706558001f197057a6416b9267d61c7dc91a045a97f30035435f13811ec28cb/20240116_151117.jpg;raw;Cary
2024-11-08T22:00:00+00:00;Friday;100013348;CRY_BCN (Cary Black Creek Greenway - North);9;35.832934, -78.786263;Yes;bicycle;2014-04-09;https://filer.eco-counter-tools.com/file/cb/a706558001f197057a6416b9267d61c7dc91a045a97f30035435f13811ec28cb/20240116_151117.jpg;raw;Cary
2024-11-09T00:00:00+00:00;Saturday;100013348;CRY_BCN (Cary Black Creek Greenway - North);0;35.832934, -78.786263;Yes;bicycle;2014-04-09;https://filer.eco-counter-tools.com/file/cb/a706558001f197057a6416b9267d61c7dc91a045a97f30035435f13811ec28cb/20240116_151117.jpg;raw;Cary
2024-11-08T04:00:00+00:00;Friday;100034867;CRY_LOU_W;0;35.80602, -78.86175;Yes;undefined;2018-06-04;https://filer.eco-counter-tools.com/file/20/664860144e75ec9961b42867f6bafcd78aad6e19c407f799c5d947b7fd172720/15423097489070.jpg;raw;North Carolina Capital Area Metropolitan Planning Organization (CAMPO)
2024-11-08T08:00:00+00:00;Friday;100034867;CRY_LOU_W;0;35.80602, -78.86175;Yes;undefined;2018-06-04;https://filer.eco-counter-tools.com/file/20/664860144e75ec9961b42867f6bafcd78aad6e19c407f799c5d947b7fd172720/15423097489070.jpg;raw;North Carolina Capital Area Metropolitan Planning Organization (CAMPO)
2024-11-08T20:00:00+00:00;Friday;100034867;CRY_LOU_W;17;35.80602, -78.86175;Yes;undefined;2018-06-04;https://filer.eco-counter-tools.com/file/20/664860144e75ec9961b42867f6bafcd78aad6e19c407f799c5d947b7fd172720/15423097489070.jpg;raw;North Carolina Capital Area Metropolitan Planning Organization (CAMPO)
2024-10-24T05:00:00+00:00;Thursday;100034828;RAL_RBT;0;35.77453, -78.655515;Yes;undefined;2018-05-29;https://filer.eco-counter-tools.com/file/5c/8278e3b06f3fd12797bb228ca4ad021a9955a61e63ed709aa4ea7c3510a9175c/15423101886430.jpg;raw;Cary
2024-10-24T16:00:00+00:00;Thursday;100034828;RAL_RBT;5;35.77453, -78.655515;Yes;undefined;2018-05-29;https://filer.eco-counter-tools.com/file/5c/8278e3b06f3fd12797bb228ca4ad021a9955a61e63ed709aa4ea7c3510a9175c/15423101886430.jpg;raw;Cary
2024-10-24T19:00:00+00:00;Thursday;100034828;RAL_RBT;6;35.77453, -78.655515;Yes;undefined;2018-05-29;https://filer.eco-counter-tools.com/file/5c/8278e3b06f3fd12797bb228ca4ad021a9955a61e63ed709aa4ea7c3510a9175c/15423101886430.jpg;raw;Cary
2024-10-24T23:00:00+00:00;Thursday;100034828;RAL_RBT;7;35.77453, -78.655515;Yes;undefined;2018-05-29;https://filer.eco-counter-tools.com/file/5c/8278e3b06f3fd12797bb228ca4ad021a9955a61e63ed709aa4ea7c3510a9175c/15423101886430.jpg;raw;Cary
2024-10-24T05:00:00+00:00;Thursday;100034839;APX_SAL_W;0;35.731424, -78.85116;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/11/fc1c7b2dd8c96ad17958cd4a6ba1bbe4eef1a77bbd61fa848802d9436cdc7911/15423096158421.jpg;raw;Cary
2024-10-24T10:00:00+00:00;Thursday;100034839;APX_SAL_W;18;35.731424, -78.85116;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/11/fc1c7b2dd8c96ad17958cd4a6ba1bbe4eef1a77bbd61fa848802d9436cdc7911/15423096158421.jpg;raw;Cary
2024-10-24T20:00:00+00:00;Thursday;100034839;APX_SAL_W;62;35.731424, -78.85116;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/11/fc1c7b2dd8c96ad17958cd4a6ba1bbe4eef1a77bbd61fa848802d9436cdc7911/15423096158421.jpg;raw;Cary
2024-10-25T00:00:00+00:00;Friday;100034839;APX_SAL_W;105;35.731424, -78.85116;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/11/fc1c7b2dd8c96ad17958cd4a6ba1bbe4eef1a77bbd61fa848802d9436cdc7911/15423096158421.jpg;raw;Cary
2024-10-24T18:00:00+00:00;Thursday;100034840;APX_SAL_E;78;35.731408, -78.85101;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/39/b3ffbab3782e2fe3d86059f5ec739df8593bafc2726c428896c095b498709139/15423095802090.jpg;raw;Cary
2024-10-24T19:00:00+00:00;Thursday;100034840;APX_SAL_E;80;35.731408, -78.85101;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/39/b3ffbab3782e2fe3d86059f5ec739df8593bafc2726c428896c095b498709139/15423095802090.jpg;raw;Cary
2024-10-24T22:00:00+00:00;Thursday;100034840;APX_SAL_E;135;35.731408, -78.85101;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/39/b3ffbab3782e2fe3d86059f5ec739df8593bafc2726c428896c095b498709139/15423095802090.jpg;raw;Cary
2024-10-24T23:00:00+00:00;Thursday;100034840;APX_SAL_E;118;35.731408, -78.85101;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/39/b3ffbab3782e2fe3d86059f5ec739df8593bafc2726c428896c095b498709139/15423095802090.jpg;raw;Cary
2024-10-25T09:00:00+00:00;Friday;100034828;RAL_RBT;0;35.77453, -78.655515;Yes;undefined;2018-05-29;https://filer.eco-counter-tools.com/file/5c/8278e3b06f3fd12797bb228ca4ad021a9955a61e63ed709aa4ea7c3510a9175c/15423101886430.jpg;raw;Cary
2024-10-25T21:00:00+00:00;Friday;100034828;RAL_RBT;5;35.77453, -78.655515;Yes;undefined;2018-05-29;https://filer.eco-counter-tools.com/file/5c/8278e3b06f3fd12797bb228ca4ad021a9955a61e63ed709aa4ea7c3510a9175c/15423101886430.jpg;raw;Cary
2024-10-25T06:00:00+00:00;Friday;100034839;APX_SAL_W;0;35.731424, -78.85116;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/11/fc1c7b2dd8c96ad17958cd4a6ba1bbe4eef1a77bbd61fa848802d9436cdc7911/15423096158421.jpg;raw;Cary
2024-10-25T09:00:00+00:00;Friday;100034839;APX_SAL_W;3;35.731424, -78.85116;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/11/fc1c7b2dd8c96ad17958cd4a6ba1bbe4eef1a77bbd61fa848802d9436cdc7911/15423096158421.jpg;raw;Cary
2024-10-25T12:00:00+00:00;Friday;100034839;APX_SAL_W;15;35.731424, -78.85116;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/11/fc1c7b2dd8c96ad17958cd4a6ba1bbe4eef1a77bbd61fa848802d9436cdc7911/15423096158421.jpg;raw;Cary
2024-10-25T15:00:00+00:00;Friday;100034839;APX_SAL_W;55;35.731424, -78.85116;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/11/fc1c7b2dd8c96ad17958cd4a6ba1bbe4eef1a77bbd61fa848802d9436cdc7911/15423096158421.jpg;raw;Cary
2024-10-25T16:00:00+00:00;Friday;100034839;APX_SAL_W;107;35.731424, -78.85116;Yes;undefined;2018-06-07;https://filer.eco-counter-tools.com/file/11/fc1c7b2dd8c96ad17958cd4a6ba1bbe4eef1a77bbd61fa848802d9436cdc7911/15423096158421.jpg;raw;Cary
